edad,ingreso_anual,propiedad_vivienda,antiguedad_empleo,intencion_credito,grado_credito,monto_credito,tasa_interes,estado_credito,procentaje_de_ingreso,incumplimiento_historico,historial_crediticio
23,55000,hipoteca,7,educacion,A,15000,,0,0.27,N,4
25,46000,alquiler,3,consolidar_deudas,A,7000,9.07,0,0.15,N,3
25,46800,alquiler,0,consolidar_deudas,A,7000,8.63,0,0.15,N,3
23,55000,hipoteca,7,consolidar_deudas,A,3850,5.42,0,0.07,N,2
24,47000,alquiler,8,emprendimiento,A,7000,6.62,0,0.15,N,3
24,55000,hipoteca,1,consolidar_deudas,A,8000,8.49,0,0.15,N,3
23,55000,hipoteca,1,emprendimiento,B,1500,11.49,0,0.03,N,3
24,47000,alquiler,3,medico,A,7000,6.54,0,0.15,N,4
25,55000,propia,1,personal,C,6000,15.23,0,0.11,Y,3
23,55000,hipoteca,4,educacion,A,8000,7.49,0,0.15,N,4
21,47000,alquiler,5,emprendimiento,D,7000,14.96,0,0.15,Y,3
23,55000,hipoteca,7,medico,A,8000,7.49,0,0.15,N,4
23,55000,hipoteca,7,medico,C,10000,13.99,0,0.18,Y,3
22,41500,alquiler,3,emprendimiento,D,7000,15.7,1,0.17,Y,3
26,48000,alquiler,10,medico,B,7000,12.69,0,0.15,N,2
26,48000,alquiler,5,medico,A,7000,5.79,0,0.15,N,3
23,48000,alquiler,6,educacion,A,7000,8.94,0,0.15,N,3
26,48000,alquiler,10,medico,A,7000,9.63,0,0.15,N,2
23,55000,hipoteca,2,educacion,B,5000,11.11,0,0.09,N,2
25,48226,alquiler,9,medico,A,7000,7.9,0,0.15,N,3
23,49500,alquiler,2,medico,C,7000,,0,0.14,N,4
21,50000,alquiler,4,medico,C,7000,15.27,0,0.14,Y,4
24,55000,hipoteca,8,educacion,B,9600,,0,0.17,N,3
24,50000,alquiler,8,consolidar_deudas,B,7000,11.71,0,0.14,N,3
26,55000,hipoteca,2,medico,A,11300,7.29,0,0.21,N,4
22,55000,hipoteca,4,personal,A,5000,7.66,0,0.09,N,2
23,50000,alquiler,8,emprendimiento,A,7000,,0,0.14,N,2
26,55000,hipoteca,10,emprendimiento,A,5000,6.92,0,0.09,N,3
21,50000,alquiler,1,medico,B,7000,10.37,0,0.14,N,4
22,50000,alquiler,2,emprendimiento,A,7000,7.66,0,0.14,N,3
26,55000,hipoteca,1,educacion,B,10000,10,0,0.18,N,2
22,55000,hipoteca,1,educacion,B,12000,9.63,0,0.22,N,4
24,55000,hipoteca,8,consolidar_deudas,A,10000,5.79,0,0.18,N,3
22,55000,propia,6,educacion,B,25000,10.74,0,0.45,N,2
23,50000,alquiler,3,educacion,A,7000,7.51,0,0.14,N,4
25,55000,hipoteca,9,mejora_hogar,B,8500,,0,0.15,N,2
22,55000,hipoteca,6,emprendimiento,B,12000,9.99,0,0.22,N,4
26,50000,alquiler,2,emprendimiento,A,7000,9.63,0,0.14,N,2
23,50000,alquiler,2,educacion,A,7000,9.32,0,0.14,N,3
23,55000,hipoteca,5,personal,A,15000,6.17,0,0.27,N,2
22,49000,hipoteca,6,personal,A,10000,5.79,1,0.2,N,4
21,44004,alquiler,2,mejora_hogar,B,7000,11.46,1,0.16,N,2
26,50026,alquiler,3,personal,A,7000,,0,0.14,N,4
23,55000,hipoteca,5,personal,A,7750,6.17,0,0.14,N,4
23,51000,alquiler,1,medico,A,7000,6.99,0,0.14,N,3
21,45000,alquiler,0,personal,D,7000,14.96,1,0.16,Y,4
22,51000,alquiler,6,emprendimiento,B,7000,12.18,0,0.14,N,2
23,52000,alquiler,3,educacion,B,7000,10.65,0,0.13,N,2
24,55000,hipoteca,8,mejora_hogar,A,6000,5.42,0,0.11,N,3
25,52000,alquiler,2,mejora_hogar,B,7000,10.59,0,0.13,N,2
22,55000,hipoteca,2,medico,C,4800,12.98,0,0.09,N,4
22,55000,hipoteca,2,educacion,A,12000,6.54,0,0.22,N,4
21,52000,alquiler,5,educacion,A,7000,7.49,0,0.13,N,4
26,52000,alquiler,11,educacion,A,7000,7.88,0,0.13,N,3
26,55000,hipoteca,0,consolidar_deudas,A,10500,5.79,0,0.19,N,2
24,52000,alquiler,1,medico,A,7000,7.74,0,0.13,N,4
22,55000,propia,2,educacion,A,2200,5.42,0,0.04,N,3
25,52000,alquiler,1,consolidar_deudas,C,7000,12.53,0,0.13,N,3
22,55000,propia,,emprendimiento,A,1275,6.91,0,0.02,N,3
22,52800,alquiler,3,personal,D,7000,17.58,0,0.13,N,3
25,55000,hipoteca,9,consolidar_deudas,A,17000,6.91,0,0.31,N,4
26,49000,hipoteca,10,consolidar_deudas,E,13000,16.45,1,0.27,N,3
23,55000,propia,7,emprendimiento,B,1000,11.49,0,0.02,N,4
22,54000,alquiler,0,consolidar_deudas,C,7000,13.61,0,0.13,N,4
25,55000,hipoteca,9,medico,A,15000,7.88,0,0.27,N,2
22,54000,alquiler,1,educacion,C,7000,13.47,0,0.13,Y,2
24,55000,hipoteca,3,consolidar_deudas,B,3000,11.12,0,0.05,N,2
23,54008,alquiler,5,consolidar_deudas,B,7000,9.91,0,0.13,N,3
24,49000,alquiler,8,educacion,A,7000,7.49,1,0.14,N,3
23,55000,hipoteca,1,educacion,B,10000,10.75,0,0.18,N,4
23,55000,propia,5,educacion,B,11000,10.38,0,0.2,N,3
24,55000,propia,3,medico,B,16000,,0,0.29,N,3
21,55000,hipoteca,5,educacion,C,10000,14.72,0,0.18,N,2
23,85000,alquiler,0,educacion,B,7000,10.74,0,0.08,N,3
23,49000,hipoteca,7,medico,D,5000,15.21,1,0.1,N,2
25,89000,alquiler,4,educacion,B,7000,10.99,0,0.08,N,3
26,55000,hipoteca,10,mejora_hogar,A,9800,7.88,0,0.18,N,3
23,89000,alquiler,7,educacion,C,7000,,0,0.08,N,3
24,55000,hipoteca,3,educacion,D,7500,14.84,0,0.14,Y,2
23,90000,alquiler,1,medico,B,7000,10.65,0,0.08,N,2
26,90000,alquiler,8,personal,C,7000,13.49,0,0.08,Y,3
26,50000,alquiler,1,consolidar_deudas,B,7150,12.69,0,0.14,N,2
26,55000,hipoteca,4,consolidar_deudas,C,13000,13.98,0,0.24,Y,3
26,61200,alquiler,3,mejora_hogar,A,7150,6.99,0,0.12,N,2
23,55000,hipoteca,7,emprendimiento,C,7000,13.23,0,0.13,Y,2
26,55000,hipoteca,10,medico,A,3000,6.76,0,0.05,N,2
23,85000,alquiler,0,consolidar_deudas,A,7175,7.49,0,0.08,N,4
22,14400,alquiler,0,consolidar_deudas,B,7200,11.71,1,0.5,N,4
24,55000,hipoteca,3,emprendimiento,A,5000,7.88,0,0.09,N,4
22,20800,alquiler,1,consolidar_deudas,A,7200,6.91,1,0.35,N,4
21,55000,hipoteca,5,educacion,A,10500,7.51,0,0.19,N,3
26,21600,alquiler,9,emprendimiento,B,7200,10.38,1,0.33,N,3
25,22000,alquiler,3,emprendimiento,A,7200,5.79,1,0.33,N,2
24,23000,alquiler,1,consolidar_deudas,B,7200,12.69,1,0.31,N,2
23,55000,hipoteca,5,consolidar_deudas,C,8000,13.85,0,0.15,N,4
23,25000,alquiler,0,educacion,C,7200,12.68,0,0.29,N,4
21,55000,hipoteca,0,personal,B,10000,10.25,0,0.18,N,2
22,55000,hipoteca,6,personal,B,10000,10.62,0,0.18,N,2
23,25200,alquiler,7,educacion,B,7200,11.86,1,0.29,N,4
26,55000,propia,10,emprendimiento,C,14500,12.73,0,0.26,N,2
23,27600,alquiler,2,personal,B,7200,9.99,0,0.26,N,2
22,27600,alquiler,7,medico,B,7200,10.59,0,0.26,N,3
22,49000,hipoteca,4,educacion,B,8000,10.25,1,0.16,N,4
24,55000,hipoteca,3,personal,A,6000,7.51,0,0.11,N,4
23,55000,hipoteca,6,educacion,B,8000,9.88,0,0.15,N,3
22,30000,alquiler,5,emprendimiento,B,7200,11.71,0,0.24,N,3
22,30000,alquiler,7,medico,A,7200,8.9,1,0.24,N,2
22,55000,hipoteca,6,personal,C,13000,13.85,0,0.24,N,3
21,31700,alquiler,0,consolidar_deudas,B,7200,11.71,1,0.23,N,4
24,31944,alquiler,8,medico,C,7200,13.79,0,0.23,N,2
21,32000,alquiler,5,educacion,A,7200,5.42,0,0.23,N,4
25,32004,alquiler,0,medico,C,7200,12.84,0,0.22,N,4
25,55000,hipoteca,10,educacion,C,15000,,0,0.27,Y,3
25,32496,alquiler,9,medico,B,7200,9.51,0,0.22,N,4
22,55000,propia,4,consolidar_deudas,D,5000,14.61,0,0.09,Y,2
22,55000,propia,0,emprendimiento,A,1000,8.59,0,0.02,N,3
22,34000,alquiler,5,emprendimiento,A,7200,7.9,0,0.21,N,4
23,49000,hipoteca,7,personal,G,15000,19.82,1,0.31,N,2
26,34099,alquiler,2,medico,C,7200,12.73,0,0.21,N,3
25,35000,alquiler,9,medico,A,7200,8.9,0,0.21,N,3
23,55000,hipoteca,2,educacion,A,7000,8.59,0,0.13,N,2
24,55000,hipoteca,8,emprendimiento,A,5500,8.59,0,0.1,N,3
25,55000,hipoteca,9,personal,A,10200,8.94,0,0.19,N,3
25,55000,propia,9,educacion,C,10000,13.57,0,0.18,Y,2
22,55000,propia,4,personal,A,2000,7.4,0,0.04,N,3
21,35000,alquiler,5,consolidar_deudas,B,7200,12.69,0,0.21,N,3
25,35004,alquiler,0,personal,B,7200,9.99,0,0.21,N,4
24,35004,alquiler,6,medico,D,7200,,0,0.21,N,2
23,31000,alquiler,4,consolidar_deudas,D,7200,14.54,1,0.23,N,3
26,55000,hipoteca,0,medico,B,12500,,0,0.23,N,3
25,37000,alquiler,0,consolidar_deudas,C,7200,11.34,0,0.19,Y,2
24,37200,alquiler,8,educacion,A,7200,7.9,0,0.19,N,2
24,37245,alquiler,9,educacion,A,7200,8.9,0,0.19,N,4
23,38000,alquiler,0,consolidar_deudas,A,7200,7.9,0,0.19,N,4
24,49000,hipoteca,0,medico,B,5000,12.18,1,0.1,N,3
26,38400,alquiler,2,medico,B,7200,9.91,0,0.19,N,2
23,38896,alquiler,2,personal,C,7200,13.48,0,0.19,Y,3
22,40000,alquiler,6,educacion,D,7200,17.58,0,0.18,Y,2
22,40000,alquiler,3,personal,E,7200,18.79,0,0.18,N,3
26,55000,hipoteca,8,emprendimiento,B,7000,12.53,0,0.13,N,4
26,55000,hipoteca,10,emprendimiento,A,12500,8.94,0,0.23,N,2
25,40000,alquiler,1,educacion,B,7200,9.88,0,0.18,N,4
25,55000,hipoteca,1,consolidar_deudas,C,2000,13.22,0,0.04,N,2
24,41000,alquiler,3,educacion,B,7200,12.53,0,0.18,N,2
22,55000,propia,6,educacion,A,4000,9.32,0,0.07,N,4
21,42000,alquiler,6,educacion,A,7200,5.42,0,0.17,N,4
23,55000,propia,6,medico,C,18500,13.16,0,0.34,N,4
23,42996,alquiler,7,emprendimiento,A,7200,8,0,0.17,N,2
24,55000,hipoteca,2,mejora_hogar,A,8000,8,0,0.15,N,2
24,43200,alquiler,8,medico,C,7200,13.49,0,0.17,Y,4
24,55000,hipoteca,2,emprendimiento,A,6000,8,0,0.11,N,2
26,55000,hipoteca,2,mejora_hogar,B,8500,12.21,0,0.15,N,2
24,45000,alquiler,3,consolidar_deudas,B,7200,10.65,0,0.16,N,4
21,45000,alquiler,3,personal,A,7200,9.38,0,0.16,N,4
22,39000,alquiler,0,mejora_hogar,B,7200,9.45,1,0.18,N,3
25,46000,alquiler,5,consolidar_deudas,C,7200,,0,0.16,Y,3
22,48000,alquiler,5,educacion,B,7200,12.42,0,0.15,N,4
23,48000,alquiler,7,personal,C,7200,14.27,0,0.15,Y,3
23,48000,alquiler,7,personal,B,7200,11.71,0,0.15,N,2
25,55000,hipoteca,2,educacion,E,14000,15.68,0,0.25,Y,4
22,48000,alquiler,7,personal,B,7200,12.69,0,0.15,N,2
22,48000,alquiler,1,medico,B,7200,9.62,0,0.15,N,4
22,49000,hipoteca,6,educacion,A,10000,8,1,0.2,N,2
25,48000,alquiler,6,consolidar_deudas,B,7200,11.36,0,0.15,N,3
24,55000,hipoteca,8,personal,D,15000,,0,0.27,Y,3
24,55000,hipoteca,4,consolidar_deudas,C,1600,13.79,0,0.03,N,2
24,49920,alquiler,0,medico,C,7200,13.06,0,0.14,Y,3
23,55000,OTHER,5,emprendimiento,A,4000,9.32,0,0.07,N,2
24,50000,alquiler,0,emprendimiento,B,7200,11.71,0,0.14,N,2
22,50000,alquiler,6,consolidar_deudas,B,7200,,0,0.14,N,4
22,49000,hipoteca,2,emprendimiento,C,5000,11.28,1,0.1,Y,4
25,50000,alquiler,2,personal,A,7200,8.49,0,0.14,N,2
25,50000,alquiler,5,medico,A,7200,7.29,0,0.14,N,4
24,50004,alquiler,4,consolidar_deudas,C,7200,12.84,0,0.14,Y,3
25,55000,hipoteca,9,emprendimiento,C,3600,11.34,0,0.07,Y,4
24,49000,OTHER,1,personal,C,20000,11.34,1,0.41,Y,4
23,55000,hipoteca,7,consolidar_deudas,B,15000,9.2,0,0.27,N,4
25,52000,alquiler,3,educacion,B,7200,12.69,0,0.14,N,3
24,55000,hipoteca,1,mejora_hogar,A,5275,8.07,0,0.1,N,4
24,54600,alquiler,2,educacion,C,7200,12.53,0,0.13,N,2
23,55004,hipoteca,4,educacion,D,9600,14.74,0,0.17,Y,2
25,54990,alquiler,4,consolidar_deudas,C,7200,15.27,0,0.13,Y,3
23,55008,propia,5,medico,C,10500,13.16,0,0.19,Y,4
24,54996,alquiler,8,educacion,B,7200,,0,0.13,N,3
22,54996,alquiler,5,consolidar_deudas,A,7200,7.66,0,0.13,N,2
25,55000,alquiler,1,medico,A,7200,7.9,0,0.13,N,2
25,49700,alquiler,2,personal,B,7200,10.38,1,0.14,N,2
23,50000,alquiler,7,medico,D,7200,17.58,1,0.14,Y,2
23,51000,alquiler,3,consolidar_deudas,E,7200,14.67,1,0.14,N,3
22,59000,alquiler,2,educacion,A,7200,8,0,0.12,N,3
24,55152,hipoteca,8,personal,B,16000,11.49,0,0.29,N,2
24,60000,alquiler,2,emprendimiento,A,7200,8.49,0,0.12,N,2
25,55200,hipoteca,5,educacion,B,4225,12.42,0,0.08,N,2
26,60000,alquiler,0,emprendimiento,B,7200,11.14,0,0.12,N,2
25,60000,alquiler,3,mejora_hogar,C,7200,13.48,0,0.12,Y,4
22,60000,alquiler,0,educacion,C,7200,12.87,0,0.12,Y,3
22,49200,hipoteca,6,medico,C,6500,12.68,1,0.13,Y,2
23,60000,alquiler,5,educacion,C,7200,13.22,0,0.12,N,4
21,55200,hipoteca,5,emprendimiento,A,8900,6.17,0,0.16,N,2
23,60036,alquiler,7,medico,B,7200,9.91,0,0.12,N,4
24,49200,hipoteca,8,medico,E,2500,,1,0.05,N,2
21,60675,alquiler,5,personal,C,7200,14.72,0,0.12,Y,2
21,61490,alquiler,5,educacion,B,7200,10.99,0,0.12,N,3
23,55200,hipoteca,2,consolidar_deudas,B,2000,11.86,0,0.04,N,3
23,55200,hipoteca,7,educacion,B,4000,10.08,0,0.07,N,4
25,63000,alquiler,9,educacion,A,7200,7.88,0,0.11,N,3
23,64000,alquiler,0,medico,C,7200,15.96,0,0.11,N,3
26,55316,propia,10,mejora_hogar,A,6000,5.42,0,0.11,N,3
25,67500,alquiler,2,educacion,A,7200,7.88,0,0.11,N,4
24,55400,hipoteca,8,emprendimiento,A,11000,7.29,0,0.2,N,3
23,62000,alquiler,3,educacion,A,7200,7.9,1,0.12,N,3
23,68400,alquiler,7,educacion,C,7200,14.72,0,0.11,N,2
26,49493,hipoteca,6,emprendimiento,C,15250,13.11,1,0.31,Y,3
25,71604,alquiler,0,educacion,B,7200,10.95,0,0.1,N,4
22,75000,alquiler,2,emprendimiento,C,7200,13.61,0,0.1,N,4
22,55500,hipoteca,6,medico,A,3000,7.37,0,0.05,N,2
24,55530,hipoteca,8,mejora_hogar,A,8000,5.99,0,0.14,N,4
21,55530,hipoteca,5,educacion,A,3200,6.62,0,0.06,N,4
23,49530,hipoteca,7,consolidar_deudas,D,16000,14.54,1,0.32,Y,2
26,76668,alquiler,10,educacion,A,7200,9.63,0,0.09,N,3
23,80000,alquiler,3,consolidar_deudas,A,7200,8.9,0,0.09,N,2
23,80500,alquiler,5,consolidar_deudas,B,7200,9.25,0,0.09,N,4
21,84000,alquiler,5,emprendimiento,A,7200,8.49,0,0.09,N,2
24,55600,hipoteca,2,mejora_hogar,C,11700,13.57,0,0.21,Y,2
24,55605,hipoteca,8,medico,B,6500,10.99,0,0.12,N,2
23,49635,hipoteca,6,personal,A,12000,7.29,1,0.24,N,3
24,55680,hipoteca,4,consolidar_deudas,B,7875,10.65,0,0.14,N,3
25,73000,alquiler,2,personal,D,7200,14.96,1,0.1,N,3
25,88500,alquiler,3,consolidar_deudas,C,7200,13.47,0,0.08,N,3
25,55800,hipoteca,9,medico,C,3500,14.17,0,0.06,Y,3
25,55800,hipoteca,1,personal,B,4000,10.75,0,0.07,N,2
24,55800,hipoteca,0,emprendimiento,A,3200,7.68,0,0.06,N,3
23,55812,hipoteca,4,medico,B,21825,11.36,0,0.39,N,2
26,90000,alquiler,1,consolidar_deudas,B,7200,9.91,0,0.08,N,2
26,55900,hipoteca,5,personal,C,18200,14.26,0,0.33,N,4
25,49963,hipoteca,9,educacion,B,2100,11.49,1,0.04,N,3
23,49980,hipoteca,7,medico,B,4800,10.37,1,0.1,N,2
24,56000,hipoteca,8,consolidar_deudas,A,12000,,0,0.21,N,3
23,93000,alquiler,1,consolidar_deudas,A,7200,6.92,0,0.08,N,2
23,105000,alquiler,7,personal,B,7200,11.71,0,0.07,N,4
22,56000,hipoteca,3,educacion,D,10075,16.29,0,0.18,Y,4
25,56000,hipoteca,5,personal,C,10250,14.65,0,0.18,Y,4
26,111000,alquiler,1,mejora_hogar,B,7200,12.18,0,0.06,N,3
26,56000,hipoteca,9,mejora_hogar,B,10000,12.42,0,0.18,N,2
23,56000,hipoteca,7,emprendimiento,A,7200,6.03,0,0.13,N,2
24,56000,hipoteca,8,medico,A,12250,6.03,0,0.22,N,4
25,135000,alquiler,6,mejora_hogar,B,7200,9.91,0,0.05,N,3
25,149000,alquiler,9,medico,A,7200,,0,0.05,N,2
25,62467,alquiler,1,mejora_hogar,B,7250,10.65,0,0.12,N,4
26,56000,hipoteca,2,consolidar_deudas,C,6000,15.23,0,0.11,N,4
24,80000,alquiler,6,emprendimiento,A,7250,5.42,0,0.09,N,2
24,56000,propia,8,emprendimiento,A,2000,6.99,0,0.04,N,3
25,26729,alquiler,5,medico,B,7300,11.14,0,0.27,N,3
23,56000,hipoteca,4,consolidar_deudas,C,13600,15.23,0,0.24,Y,4
24,56000,hipoteca,3,emprendimiento,B,2000,10.99,0,0.04,N,4
24,56000,hipoteca,4,mejora_hogar,C,19125,13.99,0,0.34,Y,3
25,50000,hipoteca,6,personal,A,12800,7.49,1,0.26,N,4
22,56000,hipoteca,4,medico,B,9000,10.59,0,0.16,N,2
26,37086,alquiler,7,consolidar_deudas,A,7300,7.88,0,0.2,N,4
23,38000,alquiler,1,medico,A,7300,,0,0.19,N,2
24,56000,hipoteca,3,educacion,A,15000,8.49,0,0.27,N,2
26,41400,alquiler,5,consolidar_deudas,B,7300,9.45,0,0.18,N,4
24,56000,hipoteca,8,educacion,A,10000,7.49,0,0.18,N,3
22,45999,alquiler,1,emprendimiento,A,7300,7.88,0,0.16,N,2
23,50000,hipoteca,7,medico,D,7500,15.62,1,0.15,N,3
25,56000,hipoteca,,educacion,A,5000,5.42,0,0.09,N,3
25,56000,hipoteca,9,emprendimiento,B,12375,11.49,0,0.22,N,4
21,50000,alquiler,4,educacion,B,7300,11.71,0,0.15,N,3
24,56000,hipoteca,2,educacion,C,5250,12.87,0,0.09,N,2
24,56000,hipoteca,5,medico,A,17400,5.99,0,0.31,N,2
25,53600,alquiler,1,educacion,A,7300,8,0,0.14,N,4
23,96000,alquiler,7,educacion,A,7300,8.49,0,0.08,N,4
23,56000,hipoteca,4,emprendimiento,A,6000,5.99,0,0.11,N,2
22,56000,hipoteca,3,consolidar_deudas,B,20000,10.99,0,0.36,N,4
23,42000,alquiler,1,emprendimiento,B,7325,12.69,0,0.17,N,3
24,12480,alquiler,1,emprendimiento,A,7350,6.92,1,0.59,N,2
25,32500,alquiler,5,medico,C,7350,13.43,0,0.23,Y,3
24,33000,alquiler,1,medico,B,7350,11.71,0,0.22,N,3
23,56000,propia,7,educacion,B,20000,,0,0.36,N,3
23,42000,alquiler,4,educacion,B,7400,,0,0.18,N,3
25,42000,alquiler,0,educacion,E,7400,16.32,1,0.18,N,4
24,43995,alquiler,,personal,C,7400,13.99,1,0.17,Y,4
21,56000,hipoteca,6,medico,B,5600,10.37,0,0.1,N,4
25,57996,alquiler,5,educacion,B,7400,10.36,0,0.13,N,2
25,62000,alquiler,0,consolidar_deudas,A,7400,6.99,0,0.12,N,2
26,56000,hipoteca,10,educacion,A,6000,5.42,0,0.11,N,4
24,72000,alquiler,5,educacion,D,7400,15.65,0,0.1,Y,3
26,56000,hipoteca,10,educacion,C,15000,14.35,0,0.27,N,2
22,34359,alquiler,6,educacion,A,7475,9.63,0,0.22,N,2
21,12720,alquiler,1,educacion,A,7500,7.05,1,0.59,N,4
23,56000,hipoteca,4,educacion,A,3000,6.76,0,0.05,N,3
24,56000,propia,8,educacion,B,2000,11.49,0,0.04,N,2
22,56000,hipoteca,6,personal,A,4750,7.14,0,0.08,N,2
24,20796,alquiler,2,emprendimiento,A,7500,7.88,1,0.36,N,3
23,56000,hipoteca,6,consolidar_deudas,A,5500,7.51,0,0.1,N,4
22,56000,hipoteca,5,medico,B,12000,10.99,0,0.21,N,2
23,21000,alquiler,6,consolidar_deudas,A,7500,6.91,1,0.36,N,4
23,56000,propia,2,medico,B,15000,10.62,0,0.27,N,3
23,21360,alquiler,0,personal,A,7500,7.14,1,0.35,N,3
25,21500,alquiler,2,medico,C,7500,11.34,1,0.35,N,2
22,22596,alquiler,4,medico,B,7500,9.76,1,0.33,N,4
24,23196,alquiler,1,educacion,D,7500,13.24,1,0.32,N,2
25,24996,alquiler,3,educacion,C,7500,12.98,0,0.3,Y,3
26,56000,hipoteca,0,mejora_hogar,B,8000,11.14,0,0.14,N,4
22,25000,alquiler,0,personal,A,7500,7.51,0,0.3,N,4
24,56000,hipoteca,5,emprendimiento,A,13000,8.94,0,0.23,N,3
22,25200,alquiler,7,medico,D,7500,14.96,1,0.3,N,3
26,26000,alquiler,2,personal,B,7500,12.18,0,0.29,N,2
23,56000,hipoteca,1,medico,A,10000,8.59,0,0.18,N,3
23,56000,hipoteca,7,personal,F,13750,18.43,0,0.25,N,2
23,26400,alquiler,8,emprendimiento,C,7500,12.73,0,0.28,N,4
21,27600,alquiler,4,educacion,A,7500,6.76,0,0.27,N,4
25,28128,alquiler,2,educacion,D,7500,15.33,1,0.27,Y,3
21,30000,alquiler,5,emprendimiento,B,7500,9.99,0,0.25,N,4
23,30000,alquiler,3,consolidar_deudas,B,7500,,0,0.25,N,4
24,30000,alquiler,8,educacion,A,7500,5.79,0,0.25,N,2
23,56000,hipoteca,7,personal,B,4500,11.83,0,0.08,N,4
26,56000,hipoteca,11,medico,B,12000,11.89,0,0.21,N,3
21,30000,alquiler,5,educacion,B,7500,11.83,0,0.25,N,4
26,30000,alquiler,1,personal,E,7500,14.75,1,0.25,N,3
23,30000,alquiler,1,personal,D,7500,13.24,1,0.25,Y,3
23,56000,hipoteca,3,medico,C,7500,13.79,0,0.13,Y,3
21,30028,alquiler,5,medico,B,7500,10.75,0,0.25,N,4
22,31200,alquiler,3,personal,B,7500,9.91,0,0.24,N,4
22,31875,alquiler,3,educacion,C,7500,13.11,0,0.24,N,2
26,32000,alquiler,1,medico,C,7500,13.79,0,0.23,Y,3
22,33000,alquiler,2,educacion,B,7500,,0,0.23,N,4
26,34000,alquiler,5,consolidar_deudas,A,7500,7.9,1,0.22,N,3
23,56004,hipoteca,0,educacion,C,10000,13.61,0,0.18,N,4
22,56004,hipoteca,6,medico,B,6000,11.86,0,0.11,N,3
22,56004,hipoteca,6,medico,A,6000,7.88,0,0.11,N,4
22,56004,propia,5,educacion,C,12000,13.98,0,0.21,N,3
22,56004,hipoteca,6,consolidar_deudas,A,2000,7.51,0,0.04,N,4
22,34404,alquiler,2,mejora_hogar,D,7500,15.05,1,0.22,N,2
26,56004,hipoteca,10,educacion,C,20000,13.57,0,0.36,Y,4
26,56004,hipoteca,3,educacion,A,13000,8.59,0,0.23,N,3
26,56004,propia,2,medico,A,10000,9.32,0,0.18,N,3
23,34780,alquiler,5,personal,D,7500,12.61,0,0.22,N,4
25,35000,alquiler,2,consolidar_deudas,B,7500,10.99,0,0.21,N,2
21,29004,alquiler,0,medico,D,7500,,1,0.26,Y,2
24,50160,hipoteca,2,educacion,D,6000,15.62,1,0.12,N,2
23,56160,hipoteca,2,personal,B,3050,10.59,0,0.05,N,2
25,36000,alquiler,0,consolidar_deudas,C,7500,13.49,0,0.21,N,4
26,36000,alquiler,10,emprendimiento,B,7500,10.59,0,0.21,N,3
26,30320,alquiler,2,personal,B,7500,12.18,1,0.25,N,3
22,56368,hipoteca,5,educacion,C,6000,12.99,0,0.11,N,2
22,36750,alquiler,6,educacion,D,7500,14.84,0,0.2,N,3
25,50400,hipoteca,9,consolidar_deudas,D,12000,16.89,1,0.24,N,4
22,56400,hipoteca,6,educacion,D,17300,15.62,0,0.31,N,4
21,56400,propia,5,emprendimiento,A,5000,6.54,0,0.09,N,2
23,56400,hipoteca,,educacion,B,4000,11.49,0,0.07,N,4
25,37676,alquiler,6,personal,A,7500,8.32,0,0.2,N,4
22,38000,alquiler,5,personal,A,7500,5.79,0,0.2,N,4
23,38000,alquiler,0,medico,A,7500,7.88,0,0.2,N,4
26,38400,alquiler,10,medico,D,7500,17.58,0,0.2,N,2
22,32400,alquiler,6,emprendimiento,C,7500,14.27,1,0.23,N,2
23,56500,hipoteca,7,medico,A,9800,,0,0.17,N,2
23,39975,alquiler,0,personal,C,7500,,0,0.19,Y,2
22,39996,alquiler,0,personal,B,7500,11.86,0,0.19,N,3
23,40000,alquiler,7,emprendimiento,B,7500,12.69,0,0.19,N,2
21,56532,hipoteca,,educacion,A,16000,7.88,0,0.28,N,3
24,56533,hipoteca,,mejora_hogar,B,20000,11.11,0,0.35,N,2
23,56600,propia,3,medico,B,12000,10.38,0,0.21,N,2
24,40000,alquiler,1,personal,A,7500,5.79,0,0.19,N,4
22,56650,hipoteca,2,medico,B,6500,10.65,0,0.11,N,2
25,56655,hipoteca,9,emprendimiento,C,20000,13.61,0,0.35,N,2
23,56700,hipoteca,7,educacion,A,12000,5.42,0,0.21,N,2
26,56700,hipoteca,3,consolidar_deudas,A,6000,9.63,0,0.11,N,4
24,40000,alquiler,0,consolidar_deudas,B,7500,11.36,0,0.19,N,4
26,56810,hipoteca,10,consolidar_deudas,C,2500,,0,0.04,Y,3
22,34000,alquiler,2,medico,C,7500,12.53,1,0.22,Y,4
25,56900,hipoteca,9,personal,A,25000,7.51,0,0.44,N,3
23,56900,hipoteca,7,medico,B,11200,,0,0.2,N,3
22,56902,hipoteca,6,consolidar_deudas,A,12000,7.14,0,0.21,N,4
23,56996,propia,2,emprendimiento,A,9575,9.63,0,0.17,N,4
22,40906,alquiler,4,emprendimiento,B,7500,9.63,0,0.18,N,2
26,42000,alquiler,0,consolidar_deudas,B,7500,10.25,0,0.18,N,4
21,57000,propia,5,personal,B,8000,10.65,0,0.14,N,3
22,57000,hipoteca,4,educacion,A,12875,7.9,0,0.23,N,2
24,57000,hipoteca,0,medico,B,2400,12.69,0,0.04,N,4
23,42000,alquiler,1,personal,B,7500,10.33,0,0.18,N,4
23,36000,alquiler,1,personal,D,7500,12.61,1,0.21,Y,2
22,57000,hipoteca,6,personal,B,11425,9.91,0,0.2,N,4
